model code|model description|price category|price|brand|body style|pricfrom|priceto|model year|incl_tax|active|deleted|mm code
SHH1F7_E16||TRANS - PANEL VAN|             602260.87|C|PANEL VAN|20240508|99991231|2024|N|Y|N|0064080119
SHJ1E2|TPORTER6.1 CREWBUS TDI81KW LWB|TRANS - CREW BUS|             648956.52|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064088506
SHJ1E2_E01|Transporter 6.1 Crewbus 2.0 TDI 81kW LWB Manual 10-seater|TRANS - CREW BUS|             648956.52|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064088506
SHJ1E2_E17||TRANS - CREW BUS|             648956.52|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064088506
SHJ1E2|TPORTER6.1 CREWBUS TDI81KW LWB|TRANS - CREW BUS|             648956.52|C|COMBI/MICRO BUS/MINI|20240508|99991231|2023|N|Y|N|0064088506
SHJ1E2_E03|Transporter 6.1 Crewbus 2.0 TDI 81kW LWB Manual 10-seater|TRANS - CREW BUS|             648956.52|C|COMBI/MICRO BUS/MINI|20240508|99991231|2023|N|Y|N|0064088506
SHJ1F7|TPORTER6.1 CREWBU TDI110KW LWB|TRANS - CREW BUS|             672260.87|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064080379
SHJ1F7_E02|Transporter 6.1 Crewbus  2.0 TDI 110kW LWB DSG 5-seater|TRANS - CREW BUS|             672260.87|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064080379
SHJ1F7_E16||TRANS - CREW BUS|             672260.87|C|COMBI/MICRO BUS/MINI|20240508|99991231|2024|N|Y|N|0064080379
SHJ1F7|TPORTER6.1 CREWBU TDI110KW LWB|TRANS - CREW BUS|             672260.87|C|COMBI/MICRO BUS/MINI|20240508|99991231|2023|N|Y|N|0064080379
SHJ1F7_E01|Transporter 6.1 Crewbus  2.0 TDI 110kW LWB DSG 5-seater|TRANS - CREW BUS|             668782.61|C|COMBI/MICRO BUS/MINI|20240508|99991231|2023|N|Y|N|0064080379
SHJ1M9|Transporter 6.1 Crewbus 2.0 BiTDI 146kW LWB 4Motion DSG 8-seater|TRANS - CREW BUS|             813739.13|C|Combi/Micro bus|20240508|99991231|2023|N|Y|N|0064080442
SHJ1M9|Transporter 6.1 Crewbus 2.0 BiTDI 146kW LWB 4Motion DSG 8-seater|TRANS - CREW BUS|             813739.13|C|Combi/Micro bus|20240508|99991231|2024|N|Y|N|0064080442
SHMHM9|Transporter 6.1 Caravelle 2.0 BiTDI 146kW 4Motion Highline DSG|TRANS - CARAVELLE|            1307217.39|C|Station wagon|20240508|99991231|2024|N|Y|N|0064088701
SHMHM9|Transporter 6.1 Caravelle 2.0 BiTDI 146kW 4Motion Highline DSG|TRANS - CARAVELLE|            1287913.04|C|Station wagon|20240402|99991231|2023|N|Y|N|0064088701
SJD1E2|Transporter 6.1 Double Cab 2.0 TDI 81kW LWB Manual|TRANS - PICKUP DC|             521304.35|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064080543
SJD1E2|Transporter 6.1 Double Cab 2.0 TDI 81kW LWB Manual|TRANS - PICKUP DC|             521304.35|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064080543
SJD1M9|Transporter 6.1 Double Cab 2.0 BiTDI 146kW LWB 4Motion DSG|TRANS - PICKUP DC|             671826.09|C|Pick-up|20240508|99991231|2024|N|Y|N|0064080557
SJD1M9|Transporter 6.1 Double Cab 2.0 BiTDI 146kW LWB 4Motion DSG|TRANS - PICKUP DC|             671826.09|C|Pick-up|20240508|99991231|2023|N|Y|N|0064080557
SJL1E2|Transporter 6.1 Single Cab 2.0 TDI 81kW LWB Manual|TRANS - PICKUP SC|             442782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064080523
SJL1E2|Transporter 6.1 Single Cab 2.0 TDI 81kW LWB Manual|TRANS - PICKUP SC|             442782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064080523
SYBB4A|Crafter 35 2.0 TDI 103kW MCV Panel Van Manual|CRAFTER|             460260.87|C|PANEL VAN|20191104|99991231|2018|N|Y|N|0064082125
SYBB4A_E01|Crafter 35 2.0 TDI 103kW LCV Panel Van Manual|CRAFTER|             531043.48|C|PANEL VAN|20191104|99991231|2018|N|Y|N|0064082125
SYBB4A_E02|Crafter 35 2.0 TDI 103kW LCV Panel Van Manual|CRAFTER|             531043.48|C|PANEL VAN|20191104|99991231|2018|N|Y|N|0064082125
SYBB4A|Crafter 35 (MCV) 2.0 TDI 103kW Manual MWB|CRAFTER|             684521.74|C|PANEL VAN|20240508|99991231|2024|N|Y|N|0064082125
SYBB4A_E09|Crafter 35 (LCV) 2.0 TDI 103kW Manual MWB|CRAFTER|             789652.17|C|PANEL VAN|20240508|99991231|2024|N|Y|N|0064082125
SYBB4A_E20||CRAFTER|             789652.17|C|PANEL VAN|20240508|99991231|2024|N|Y|N|0064082125
SYBB4A|Crafter 35 (MCV) 2.0 TDI 103kW Manual MWB|CRAFTER|             684521.74|C|PANEL VAN|20240508|99991231|2023|N|Y|N|0064082125
SYBB4A_E01|Crafter 35 (LCV) 2.0 TDI 103kW Manual MWB|CRAFTER|             789652.17|C|PANEL VAN|20240508|99991231|2023|N|Y|N|0064082125
SYBB4B|Crafter 35 (MCV) 2.0 TDI 103kW Automatic MWB|CRAFTER|             725565.22|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082128
SYBB4B_E09|Crafter 35 (LCV) 2.0 TDI 103kW Automatic MWB|CRAFTER|              827391.3|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082128
SYBB4B_E20||CRAFTER|              827391.3|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082128
SYBB4B|Crafter 35 (MCV) 2.0 TDI 103kW Automatic MWB|CRAFTER|             725565.22|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082128
SYBB4B_E01|Crafter 35 (LCV) 2.0 TDI 103kW Automatic MWB|CRAFTER|              827391.3|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082128
SYBB4Y|Crafter 35 (MCV) 2.0 TDI 103kW 4Motion Manual MWB|CRAFTER|             784869.57|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082131
SYBB4Y_E02|Crafter 35 (LCV) 2.0 TDI 103kW 4Motion Manual MWB|CRAFTER|             893739.13|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082131
SYBB4Y|Crafter 35 (MCV) 2.0 TDI 103kW 4Motion Manual MWB|CRAFTER|             784869.57|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082131
SYBB4Y_E09|Crafter 35 (LCV) 2.0 TDI 103kW 4Motion Manual MWB|CRAFTER|             893739.13|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082131
SYBB4Y_E20||CRAFTER|             893739.13|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082131
SYCD4C|Crafter 50 2.0 TDI 103kW Bus Conversion ready LWB Manual|CRAFTER|             565217.39|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082410
SYCD4C_E01|Crafter 50 2.0 TDI 103kW Panel Van LWB Manual|CRAFTER|             565217.39|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082410
SYCD4C_E02|Crafter 50 2.0 TDI 103kW Bus Conversion ready LWB Manual|CRAFTER|             565217.39|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082410
SYCD4C|Crafter 50 RWD 2.0 TDI 103kW Bus Conversion Ready Manual LWB|CRAFTER|             801826.09|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082410
SYCD4C_E03|Crafter 50 RWD 2.0 TDI 103kW Manual LWB|CRAFTER|             801826.09|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082410
SYCD4C|Crafter 50 RWD 2.0 TDI 103kW Bus Conversion Ready Manual LWB|CRAFTER|             801826.09|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082410
SYCD4C_E04|Crafter 50 RWD 2.0 TDI 103kW Manual LWB|CRAFTER|             801826.09|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082410
SYCD4C_E19||CRAFTER|             801826.09|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082410
SYDD4C|Crafter 50 2.0 TDI 103kW Bus Conversion ready LWB with overhang Manual|CRAFTER|             573913.04|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082420
SYDD4C_E01|Crafter 50 2.0 TDI 103kW Panel Van LWB with overhang Manual|CRAFTER|             573913.04|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082420
SYDD4C_E02|Crafter 50 2.0 TDI 103kW Bus Conversion ready LWB with overhang Manual|CRAFTER|             573913.04|C|Panel Van|20191104|99991231|2018|N|Y|N|0064082420
SYDD4C|Crafter 50 RWD 2.0 TDI 103kW Bus Conversion Ready Manual XLWB|CRAFTER|             813130.43|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082420
SYDD4C_E03|Crafter 50 RWD 2.0 TDI 103kW Manual XLWB|CRAFTER|             813130.43|C|Panel Van|20240508|99991231|2023|N|Y|N|0064082420
SYDD4C|Crafter 50 RWD 2.0 TDI 103kW Bus Conversion Ready Manual XLWB|CRAFTER|             813130.43|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082420
SYDD4C_E04|Crafter 50 RWD 2.0 TDI 103kW Manual XLWB|CRAFTER|             813130.43|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082420
SYDD4C_E19||CRAFTER|             813130.43|C|Panel Van|20240508|99991231|2024|N|Y|N|0064082420
T1AA21|Amarok SC 2.0 TDI 110kW 5-spd manual|AMAROK NF SC|             439130.43|C|PICK-UP|20230808|99991231|2023|N|Y|N|0064072714
T1AA21_E03|Amarok SC 2.0 TDI 110kW 5-spd manual|AMAROK NF SC|             439130.43|C|PICK-UP|20230808|99991231|2023|N|Y|N|0064072714
T1AA32|Amarok SC 2.0 TDI 125 kW 6-spd manual|AMAROK NF SC|             510434.78|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072725
T1AA32_E04|Amarok SC 2.0 TDI 125 kW 6-spd manual|AMAROK NF SC|             510434.78|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072725
T1AA32|AMAROK SC 125KW|AMAROK NF SC|             510434.78|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072725
T1AA32_E07||AMAROK NF SC|             510434.78|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072725
T1AA32_E13||AMAROK NF SC|             510434.78|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072725
T1AA33|Amarok SC 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF SC|             572956.52|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072735
T1AA33_E04|Amarok SC 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF SC|             572956.52|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072735
T1AA33|AMAROK SC 125KW 4MO|AMAROK NF SC|             572956.52|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072735
T1AA33_E07||AMAROK NF SC|             572956.52|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072735
T1AA33_E13||AMAROK NF SC|             572956.52|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072735
T1BA21|Amarok DC 2.0 TDI 110kW 5-spd manual|AMAROK NF DC|             524086.96|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072771
T1BA21_E05|Amarok DC 2.0 TDI 110kW 5-spd manual|AMAROK NF DC|             524086.96|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072771
T1BA32|Amarok DC 2.0 TDI 125kW 6-spd manual|AMAROK NF DC|             568869.57|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072788
T1BA32_E06|Amarok DC 2.0 TDI 125kW 6-spd manual|AMAROK NF DC|             568869.57|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072788
T1BA32|AMAROK DC 125KW|AMAROK NF DC|             568869.57|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072788
T1BA32_E14||AMAROK NF DC|             568869.57|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072788
T1BA32_E15||AMAROK NF DC|             568869.57|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072788
T1BA33|Amarok DC 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF DC|             630695.65|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072792
T1BA33_E07|Amarok DC 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF DC|             630695.65|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072792
T1BA33|AMAROK DC 125KW 4MO|AMAROK NF DC|             630695.65|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072792
T1BA33_E10||AMAROK NF DC|             630695.65|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072792
T1BA33_E20||AMAROK NF DC|             630695.65|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072792
T1BB32|Amarok DC Life 2.0 TDI 125kW 6-spd manual|AMAROK NF DC|             597565.22|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072800
T1BB32_E08|Amarok DC Life 2.0 TDI 125kW 6-spd manual|AMAROK NF DC|             597565.22|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072800
T1BB32|AMAROK DC LIFE 125KW|AMAROK NF DC|             597565.22|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072800
T1BB32_E05||AMAROK NF DC|             597565.22|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072800
T1BB32_E17||AMAROK NF DC|             597565.22|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072800
T1BB33|Amarok DC Life 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF DC|             645043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072808
T1BB33_E09|Amarok DC Life 2.0 TDI 4Motion 125kW 6-spd manual|AMAROK NF DC|             645043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072808
T1BB33|AMAROK DC LIFE 125KW 4MO|AMAROK NF DC|             645043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072808
T1BB33_E08||AMAROK NF DC|             645043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072808
T1BB33_E15||AMAROK NF DC|             645043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072808
T1BB34|Amarok DC Life 2.0 TDI 4Motion 125 kW 6-spd Auto|AMAROK NF DC|             679043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072814
T1BB34_E09|Amarok DC Life 2.0 TDI 4Motion 125 kW 6-spd Auto|AMAROK NF DC|             679043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072814
T1BB34|AMAROK DC LIFE 125KW AUTO|AMAROK NF DC|             679043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072814
T1BB34_E08||AMAROK NF DC|             679043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072814
T1BB34_E15||AMAROK NF DC|             679043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072814
T1BB57|Amarok DC Life 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             740782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072845
T1BB57_E10|Amarok DC Life 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             740782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072845
T1BB57|AMAROK DC LIFE 154KW 4MO AUTO|AMAROK NF DC|             740782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072845
T1BB57_E13||AMAROK NF DC|             740782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072845
T1BB57_E18||AMAROK NF DC|             740782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072845
T1BC57|Amarok DC Style 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             825478.26|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072865
T1BC57_E11|Amarok DC Style 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             825478.26|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072865
T1BC57_E12|Amarok DC Style 2.0 BiTDI 4Motion 154kW 10-spd Auto (+)|AMAROK NF DC|             843217.39|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072865
T1BC57|AMAROK DC STYLE 154KW 4MO AUTO|AMAROK NF DC|             825478.26|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072865
T1BC57_E06||AMAROK NF DC|             843217.39|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072865
T1BC57_E10|Amarok DC Style (Comfort Pack) 2.0 BiTDI 4MOTION 154 kW 10-speed automatic|AMAROK NF DC|             843217.39|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072865
T1BC57_E11|Amarok DC Style 2.0 BiTDI 4Motion 154kW|AMAROK NF DC|             825478.26|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072865
T1BC57_E16||AMAROK NF DC|             825478.26|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072865
T1BC66|Amarok DC Style 3.0 V6 TDI 4Motion 184kW 10-spd Auto|AMAROK NF DC|             910782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072900
T1BC66_E11|Amarok DC Style 3.0 V6 TDI 4Motion 184kW 10-spd Auto|AMAROK NF DC|             910782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072900
T1BC66_E12|Amarok DC Style 3.0 V6 TDI 4Motion 184kW 10-spd Auto (+)|AMAROK NF DC|             929130.43|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072900
T1BC66|AMAROK DC STYLE 184KW 4MO AUTO|AMAROK NF DC|             910782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072900
T1BC66_E06||AMAROK NF DC|             929130.43|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072900
T1BC66_E10|Amarok DC Style (Comfort Pack) 3.0 V6 TDI 4MOTION 184 kW 10-speed automatic|AMAROK NF DC|             929130.43|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072900
T1BC66_E11|Amarok DC Style 3.0 V6 TDI 4Motion 184kW|AMAROK NF DC|             910782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072900
T1BC66_E16||AMAROK NF DC|             910782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072900
T1BD57|Amarok DC PanAmericana 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             918782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072880
T1BD57_E13|Amarok DC PanAmericana 2.0 BiTDI 4Motion 154kW 10-spd Auto|AMAROK NF DC|             918782.61|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072880
T1BD57_E14|Amarok DC PanAmericana 2.0 BiTDI 4Motion 154kW 10-spd Auto (+)|AMAROK NF DC|              946608.7|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072880
T1BD57|AMAROK DC PANAM 154KW 4MO AUTO|AMAROK NF DC|             918782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072880
T1BD57_E09||AMAROK NF DC|              946608.7|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072880
T1BD57_E11||AMAROK NF DC|             918782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072880
T1BD57_E12||AMAROK NF DC|             918782.61|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072880
T1BD57_E19|Amarok DC PanAmericana (Comfort Pack) 2.0 BiTDI 4MOTION 154 kW 10-speed automatic|AMAROK NF DC|              946608.7|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072880
T1BD66|Amarok DC PanAmericana 3.0 V6 TDI 4Motion 184kW 10-spd Auto|AMAROK NF DC|             999739.13|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072915
T1BD66_E02|Amarok DC PanAmericana 3.0 V6 TDI 4Motion 184kW 10-spd Auto (Upgrade Pack)|AMAROK NF DC|            1034260.86|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072915
T1BD66_E13|Amarok DC PanAmericana 3.0 V6 TDI 4Motion 184kW 10-spd|AMAROK NF DC|             999739.13|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072915
T1BD66_E14|Amarok DC PanAmericana 3.0 V6 TDI 4Motion 184kW 10-spd (+)|AMAROK NF DC|            1028173.91|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072915
T1BD66|AMAROK DC PANAM 184KW 4MO AUTO|AMAROK NF DC|             999739.13|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072915
T1BD66_E09||AMAROK NF DC|            1028173.91|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072915
T1BD66_E11||AMAROK NF DC|             999739.13|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072915
T1BD66_E12||AMAROK NF DC|             999739.13|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072915
T1BD66_E19|Amarok DC PanAmericana (Comfort Pack) 3.0 V6 TDI 4MOTION 184 kW 10-speed automatic|AMAROK NF DC|            1028173.91|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072915
T1BE66|Amarok DC Aventura 3.0 V6 TDI 4Motion 184kW 10-spd Auto|AMAROK NF DC|            1049043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072935
T1BE66_E15|Amarok DC Aventura 3.0 V6 TDI 4Motion 184kW 10-spd Auto|AMAROK NF DC|            1049043.48|C|PICK-UP|20240508|99991231|2023|N|Y|N|0064072935
T1BE66|AMAROK DC AVENT 184KW 4MO AUTO|AMAROK NF DC|            1049043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072935
T1BE66_E12||AMAROK NF DC|            1049043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072935
T1BE66_E14||AMAROK NF DC|            1049043.48|C|PICK-UP|20240508|99991231|2024|N|Y|N|0064072935
